# Wiktionary	arn	http://wiktionary.org/	CC BY-SA
01672607-a	arn:lemma	عادي
01672607-a	arn:lemma	مؤلوف
01673061-a	arn:lemma	متوسط
01677433-a	arn:lemma	عظيم
01677433-a	arn:lemma	كبير
01678112-a	arn:lemma	نادر
01678729-a	arn:lemma	خاص
01680417-a	arn:lemma	مُتَصَنَّع
01687167-a	arn:lemma	جديد
01719870-a	arn:lemma	مائل
01719870-a	arn:lemma	قطري
01720280-a	arn:lemma	عمودي
01720280-a	arn:lemma	رأسي
01728614-a	arn:lemma	قديم
01728614-a	arn:lemma	عتيق
01729819-a	arn:lemma	سابق
01731351-a	arn:lemma	حالي
01732601-a	arn:lemma	قادم
01735736-a	arn:lemma	صبور
01740892-a	arn:lemma	سلمي
01749320-a	arn:lemma	كامل
01751201-a	arn:lemma	مثالي
01754421-a	arn:lemma	دائم
01761375-a	arn:lemma	ممنوع
01768724-a	arn:lemma	ملك
01768724-a	arn:lemma	نفس
01779986-a	arn:lemma	عقلي
01783158-a	arn:lemma	ديني
01783158-a	arn:lemma	دينية
01783158-a	arn:lemma	مؤمن
01783158-a	arn:lemma	مؤمنة
01800349-a	arn:lemma	سار
01800349-a	arn:lemma	لطيف
01800349-a	arn:lemma	ممتع
01820338-a	arn:lemma	سلبي
01821266-a	arn:lemma	ممكن
01823092-a	arn:lemma	مستحيل
01842468-a	arn:lemma	عرضي
01849288-a	arn:lemma	مغرور
01852174-a	arn:lemma	أولي
01861205-a	arn:lemma	علني
01873406-a	arn:lemma	سطحي
01889256-a	arn:lemma	فخور
01900349-a	arn:lemma	دقيق
01918984-a	arn:lemma	صامت
01918984-a	arn:lemma	هادئ
01919428-a	arn:lemma	صامت
01919931-a	arn:lemma	صارخ
01925372-a	arn:lemma	عقلاني
01927061-a	arn:lemma	خرافي
01930512-a	arn:lemma	جاهز
01930512-a	arn:lemma	مستعد
01936528-a	arn:lemma	خيالي
01940651-a	arn:lemma	براجماتي
01940651-a	arn:lemma	عملي
01969150-a	arn:lemma	سنوي
01971671-a	arn:lemma	أبوي
01989446-a	arn:lemma	غالب
02000968-a	arn:lemma	زائد
02000968-a	arn:lemma	مبالغ
02010536-a	arn:lemma	مجلجل
02021905-a	arn:lemma	غني
02022167-a	arn:lemma	غني
02022953-a	arn:lemma	فقير
02031986-a	arn:lemma	يمين
02032953-a	arn:lemma	يسار
02032953-a	arn:lemma	شمال
02036077-a	arn:lemma	فاسق
02036934-a	arn:lemma	مستقيم
02040233-a	arn:lemma	ضعيف
02050452-a	arn:lemma	فلاحي
02050452-a	arn:lemma	قروي
02053818-a	arn:lemma	مقدس
02054310-a	arn:lemma	مقدس
02056265-a	arn:lemma	ديني
02057829-a	arn:lemma	أمين
02057829-a	arn:lemma	سالم
02057829-a	arn:lemma	آمن
02058794-a	arn:lemma	خطر
02062670-a	arn:lemma	نفسه
02062670-a	arn:lemma	نفسها
02067491-a	arn:lemma	مختلف
02067491-a	arn:lemma	متنوع
02067491-a	arn:lemma	شتى
02070887-a	arn:lemma	ضد
02071973-a	arn:lemma	مماثل
02073443-a	arn:lemma	العقل
02108827-a	arn:lemma	خارق للطبيعة
02118379-a	arn:lemma	جدي
02118379-a	arn:lemma	جاد
02118840-a	arn:lemma	مخلص
02119716-a	arn:lemma	حقيقي
02131072-a	arn:lemma	مثير
02131072-a	arn:lemma	سيكسي
02132080-a	arn:lemma	شبقي
02132080-a	arn:lemma	جنسي
02132080-a	arn:lemma	غزلي
02132080-a	arn:lemma	غرامي
02132080-a	arn:lemma	عشقي
02132080-a	arn:lemma	شهواني
02133207-a	arn:lemma	فاسق
02133207-a	arn:lemma	داعر
02133207-a	arn:lemma	شهواني
02133207-a	arn:lemma	شبق
02133207-a	arn:lemma	غلم
02135389-a	arn:lemma	جنسي
02158826-a	arn:lemma	أعمى
02158826-a	arn:lemma	عمياء
02161432-a	arn:lemma	مهم
02161432-a	arn:lemma	هام
02174896-a	arn:lemma	بسيط
02176178-a	arn:lemma	معقد
02177584-a	arn:lemma	معقد
02180277-a	arn:lemma	حقيقي
02202307-a	arn:lemma	ثالث
02202307-a	arn:lemma	ثالثة
02202712-a	arn:lemma	خامس
02202854-a	arn:lemma	سادس
02203249-a	arn:lemma	تاسع
02203373-a	arn:lemma	عاشر
02215087-a	arn:lemma	فريد
02215087-a	arn:lemma	فذ
02215087-a	arn:lemma	وحيد
02223659-a	arn:lemma	متوسط الحجم
02225510-a	arn:lemma	trüf
02226162-a	arn:lemma	trüf
02260035-a	arn:lemma	صلب
02263982-a	arn:lemma	trotrol
02284169-a	arn:lemma	شفهي
02285278-a	arn:lemma	غرافيك
02286294-a	arn:lemma	صامت
02290998-a	arn:lemma	ثابت
02309187-a	arn:lemma	منوم
02310895-a	arn:lemma	مستفيم
02326695-a	arn:lemma	عنيد
02336338-a	arn:lemma	مرتاح
02342899-a	arn:lemma	ممتاز
02342899-a	arn:lemma	فاخر
02343110-a	arn:lemma	ممتاز
02343110-a	arn:lemma	فاخر
02349685-a	arn:lemma	يعلو
02355248-a	arn:lemma	كمالي
02357479-a	arn:lemma	مندهش
02357810-a	arn:lemma	مذهول
02359789-a	arn:lemma	مدهش
02359789-a	arn:lemma	مذهل
02368336-a	arn:lemma	حلو
02368787-a	arn:lemma	حامض
02371718-a	arn:lemma	متماثل
02373599-a	arn:lemma	غير متماثل
02373599-a	arn:lemma	غير متماثلة
02373599-a	arn:lemma	غير متكافيئ
02373599-a	arn:lemma	غير متكافئة
02378872-a	arn:lemma	معاصر
02379595-a	arn:lemma	لا متزامن
02379595-a	arn:lemma	لا متزامنة
02385102-a	arn:lemma	طويل
02387413-a	arn:lemma	غليظ
02389220-a	arn:lemma	متوحش
02395115-a	arn:lemma	لذيذ
02396098-a	arn:lemma	مر
02396720-a	arn:lemma	لذيذ
02396720-a	arn:lemma	لذيذة
02398378-a	arn:lemma	حريف
02410393-a	arn:lemma	سميك
02410393-a	arn:lemma	غليظ
02410393-a	arn:lemma	كثيف
02412164-a	arn:lemma	رفيع
02412164-a	arn:lemma	رقيق
02415390-a	arn:lemma	غليظ
02431728-a	arn:lemma	متعب
02431728-a	arn:lemma	تعبان
02444475-a	arn:lemma	قطبي شمالي
02448324-a	arn:lemma	ناعم
02457167-a	arn:lemma	قلق
02459465-a	arn:lemma	مرتاح البال
02459465-a	arn:lemma	خالي القلب
02460502-a	arn:lemma	صحيح
02461723-a	arn:lemma	زائف
02464105-a	arn:lemma	غيور
02464105-a	arn:lemma	حسود
02475855-a	arn:lemma	متحد
02488705-a	arn:lemma	متعد
02488907-a	arn:lemma	لازم
02497471-a	arn:lemma	عقيم
02501534-a	arn:lemma	ثمين
02506267-a	arn:lemma	صارم
02513614-a	arn:lemma	بريء أبرياء
02513614-a	arn:lemma	بريئة
02515341-a	arn:lemma	منظور
02517999-a	arn:lemma	تحت الحمراء
02529264-a	arn:lemma	دافئ
02529264-a	arn:lemma	دفيء
02529945-a	arn:lemma	بارد
02540899-a	arn:lemma	بدون أعراض
02540899-a	arn:lemma	بلا أعراض
02541302-a	arn:lemma	مريض
02547317-a	arn:lemma	مبلول
02547317-a	arn:lemma	مبتل
02548820-a	arn:lemma	رتب
02551380-a	arn:lemma	جاف
02560548-a	arn:lemma	واسع
02561888-a	arn:lemma	ضيق
02569130-a	arn:lemma	حكيم
02572038-a	arn:lemma	مجنون
02576489-a	arn:lemma	خشبي
02579136-a	arn:lemma	روحاني
02579136-a	arn:lemma	روحي
02620436-a	arn:lemma	شرجي
02625648-a	arn:lemma	أرميني
02625648-a	arn:lemma	أرمينية
02638392-a	arn:lemma	أثري
02646605-a	arn:lemma	فلكي
02646605-a	arn:lemma	فلكية
02660940-a	arn:lemma	بيلاروسي
02660940-a	arn:lemma	بيلوروسية
02684971-a	arn:lemma	سماوي
02692624-a	arn:lemma	كيمياوي
02707659-a	arn:lemma	مطبخي
02713232-a	arn:lemma	رقمي
02718497-a	arn:lemma	إلكتروني
02743261-a	arn:lemma	آدمي
02743261-a	arn:lemma	بشري
02743261-a	arn:lemma	إنساني
02759290-a	arn:lemma	ماوي
02759367-a	arn:lemma	أمي
02770229-a	arn:lemma	نوميدي
02770229-a	arn:lemma	نوميدية
02776931-a	arn:lemma	فينيقي
02780355-a	arn:lemma	قائم خارج الأرض
02789151-a	arn:lemma	رومانسي
02789579-a	arn:lemma	ملكي
02793273-a	arn:lemma	علمي
02793988-a	arn:lemma	دنياوي
02793988-a	arn:lemma	علماني
02798370-a	arn:lemma	مجتمعي
02802976-a	arn:lemma	نجمي
02802976-a	arn:lemma	نجمية
02826877-a	arn:lemma	كهربائي
02842042-a	arn:lemma	دلالات الألفاظ
02843717-a	arn:lemma	قلبي
02857587-a	arn:lemma	سياسي
02898922-a	arn:lemma	ثقافي
02900700-a	arn:lemma	جزيئي
02910506-a	arn:lemma	فلكي
02910506-a	arn:lemma	فلكية
02919594-a	arn:lemma	منزلي
02922263-a	arn:lemma	يهودي
02923510-a	arn:lemma	إسلامي
02923510-a	arn:lemma	إسلامية
02926320-a	arn:lemma	كهرومغناطيسي
02926320-a	arn:lemma	كهرومغناطيسية
02927512-a	arn:lemma	أمريكي
02927512-a	arn:lemma	أمريكاني
02928347-a	arn:lemma	هندي
02929071-a	arn:lemma	مقارب
02929500-a	arn:lemma	مداري
02936020-a	arn:lemma	وصفي
02936020-a	arn:lemma	نعتي
02941790-a	arn:lemma	إفريقي
02949275-a	arn:lemma	مورفولوجي
02953598-a	arn:lemma	أرثوذكسي
02957066-a	arn:lemma	إيطالي
02957276-a	arn:lemma	روسي
02957469-a	arn:lemma	ألماني
02958392-a	arn:lemma	فرنسي
02958392-a	arn:lemma	فرنساوي
02958576-a	arn:lemma	إسباني
02959007-a	arn:lemma	برتغالي
02959406-a	arn:lemma	سوفياتي
02959720-a	arn:lemma	سويدي
02960507-a	arn:lemma	بلجيكي
02960686-a	arn:lemma	هولندي
02961099-a	arn:lemma	نمساوي
02961258-a	arn:lemma	بولندي
02961505-a	arn:lemma	مجري
02961505-a	arn:lemma	هنغاري
02964629-a	arn:lemma	بوسني
02964782-a	arn:lemma	صيني
02965043-a	arn:lemma	ياباني
02965043-a	arn:lemma	يابانية
02967791-a	arn:lemma	كوري
02968325-a	arn:lemma	أوروبي
02968525-a	arn:lemma	آسيوي
02971469-a	arn:lemma	مصري
02972925-a	arn:lemma	إسرائيلي
02972925-a	arn:lemma	إسرائيلية
02974615-a	arn:lemma	فلسطيني
02977826-a	arn:lemma	جزائري
02983891-a	arn:lemma	حيوي
02997099-a	arn:lemma	حلقي
03003344-a	arn:lemma	إنجليزي
03016519-a	arn:lemma	سوري
03023852-a	arn:lemma	تركي
03024420-a	arn:lemma	مغربي
03039087-a	arn:lemma	عبري
03044566-a	arn:lemma	عربي
03044740-a	arn:lemma	عربي
03045750-a	arn:lemma	أسترالي
03046184-a	arn:lemma	بحريني
03051307-a	arn:lemma	بلغاري
03054743-a	arn:lemma	تشادي
03056463-a	arn:lemma	قبطي
03059033-a	arn:lemma	سريلي
03064520-a	arn:lemma	إريتري
03068330-a	arn:lemma	جرماني
03075191-a	arn:lemma	إيراني
03075470-a	arn:lemma	عراقي
03077235-a	arn:lemma	أردني
03079151-a	arn:lemma	كويتي
03080351-a	arn:lemma	رومنسي
03080619-a	arn:lemma	لبناني
03081160-a	arn:lemma	ليبي
03083842-a	arn:lemma	مالطي
03084759-a	arn:lemma	موريتاني
03087088-a	arn:lemma	مغولي
03087088-a	arn:lemma	مغولية
03093551-a	arn:lemma	عماني
